Date,CTVA,IR,ACMR,ALTM,BNTX,BWB,CARG,CGBD,CHX,CMBM,CRNC,EXPI,EYE,FLMN,FNKO,FOCS,FRG,FTDR,FUTU,GO,GRWG,GSHD,GSKY,GTX,HHR,HLNE,ILPT,IMXI,INMD,LAZY,LBC,LPRO,LSEA,LX,MESA,MRBK,NCSM,NESR,NIU,NMRK,OPRA,OPRT,PECO,PGNY,PLMR,PNTG,ROAD,ROKU,RTLR,SCPL,SGH,SITM,SMPL,STXB,TW,VCTR,VRRM,XP,SAFE
2018-12-10,,19.725072860717773,10.380000114440918,7.575924873352051,,11.350000381469727,34.810001373291016,9.702208518981934,30.389999389648438,,,5.016660213470459,31.899999618530273,5.958138465881348,14.800000190734863,27.799999237060547,10.391560554504395,22.399999618530273,,,2.924999952316284,26.208642959594727,9.260000228881836,11.630000114440918,,32.97474670410156,18.080440521240234,11.59000015258789,,5.445000171661377,9.26082992553711,9.729999542236328,9.739999771118164,7.53000020980835,11.699999809265137,15.699934005737305,137.0,8.510000228881836,7.130000114440918,8.06972885131836,5.980000019073486,,,,,,8.75,37.20000076293945,,,15.734999656677246,,18.889999389648438,21.50605010986328,,11.022045135498047,9.84000015258789,,18.302946090698242
2018-12-11,,19.27840232849121,10.640000343322754,8.340802192687988,,11.100000381469727,34.75,9.560914993286133,30.670000076293945,,,5.3211541175842285,32.36000061035156,6.128602504730225,14.039999961853027,27.649999618530273,10.444533348083496,22.149999618530273,,,2.9800000190734863,26.218374252319336,9.0,11.850000381469727,,33.09806442260742,17.97900390625,11.460000038146973,,5.235000133514404,8.87338924407959,9.729999542236328,9.729999542236328,6.619999885559082,11.510000228881836,15.705558776855469,129.0,8.300000190734863,7.150000095367432,8.607080459594727,5.650000095367432,,,,,,8.760000228881836,35.810001373291016,,,15.595000267028809,,19.229999542236328,21.771072387695312,,11.012290000915527,9.829999923706055,,18.122011184692383
2018-12-12,,19.51067352294922,10.779999732971191,8.832508087158203,,11.390000343322754,36.029998779296875,9.554184913635254,31.559999465942383,,,5.116494178771973,31.860000610351562,6.096132278442383,14.3100004196167,28.34000015258789,10.682912826538086,22.1200008392334,,,3.009999990463257,25.858417510986328,9.199999809265137,12.039999961853027,,33.10756301879883,17.159086227416992,11.800000190734863,,5.139999866485596,8.646592140197754,9.729999542236328,9.760000228881836,8.350000381469727,11.880000114440918,15.887397766113281,133.0,8.800000190734863,7.0,8.71078109741211,5.659999847412109,,,,,,9.029999732971191,35.16999816894531,,,15.614999771118164,,19.389999389648438,21.68273162841797,,10.700161933898926,9.920000076293945,,18.19819450378418
2018-12-13,,19.07292938232422,10.619999885559082,8.604866981506348,,11.289999961853027,35.68000030517578,9.37252140045166,31.59000015258789,,,4.772067070007324,30.690000534057617,5.9337849617004395,13.710000038146973,28.68000030517578,10.603453636169434,22.110000610351562,,,2.799999952316284,26.685340881347656,8.949999809265137,12.020000457763672,,32.90043640136719,17.184446334838867,11.680000305175781,,5.260000228881836,8.495394706726074,9.729999542236328,9.75,8.329999923706055,10.229999542236328,15.699934005737305,124.19999694824219,8.579999923706055,7.010000228881836,9.427250862121582,5.550000190734863,,,,,,8.25,33.7400016784668,,,15.550000190734863,,19.219999313354492,21.633655548095703,,10.378279685974121,9.979999542236328,,18.20771598815918
2018-12-14,,18.95679473876953,10.40999984741211,7.949256420135498,,10.979999542236328,34.7599983215332,9.311965942382812,31.34000015258789,,,4.652265548706055,29.84000015258789,5.966255187988281,13.380000114440918,28.649999618530273,10.418047904968262,22.790000915527344,,,2.890000104904175,26.646427154541016,8.65999984741211,12.0600004196167,,32.404109954833984,17.006938934326172,11.430000305175781,,5.809999942779541,8.44814395904541,9.729999542236328,9.75,8.640000343322754,10.100000381469727,16.243574142456055,130.1999969482422,8.680000305175781,7.130000114440918,8.550516128540039,5.710000038146973,,,,,,8.34000015258789,33.41999816894531,,,15.039999961853027,,18.770000457763672,21.574758529663086,,9.822299003601074,9.75,,18.312469482421875
2018-12-17,,18.313587188720703,10.270000457763672,8.249746322631836,,10.5,33.02000045776367,8.921725273132324,29.68000030517578,,,4.482547760009766,29.229999542236328,6.079897403717041,13.600000381469727,27.860000610351562,10.515166282653809,22.809999465942383,,,2.6700000762939453,25.76112937927246,8.40999984741211,12.119999885559082,,32.35639190673828,16.279998779296875,11.239999771118164,,5.285999774932861,8.523744583129883,9.729999542236328,9.75,8.119999885559082,9.949999809265137,16.243574142456055,133.39999389648438,8.569999694824219,7.019999980926514,8.343118667602539,5.71999979019165,,,,,,8.359999656677246,32.119998931884766,,,14.045000076293945,,18.43000030517578,20.769878387451172,,9.412629127502441,9.899999618530273,,18.17915153503418
2018-12-18,,18.40291976928711,10.220000267028809,7.921940803527832,,10.0600004196167,33.849998474121094,9.137031555175781,30.6200008392334,,,4.40268087387085,29.06999969482422,5.990606784820557,13.140000343322754,28.5,10.506336212158203,23.139999389648438,,,2.5,24.798006057739258,8.920000076293945,12.520000457763672,,32.65227127075195,16.347625732421875,11.0600004196167,,5.210000038146973,8.429244995117188,9.729999542236328,9.75,8.3100004196167,9.140000343322754,16.206083297729492,115.19999694824219,8.449999809265137,6.909999847412109,8.145145416259766,5.650000095367432,,,,,,8.609999656677246,31.34000015258789,,,15.65999984741211,,18.450000762939453,20.701169967651367,,9.139517784118652,9.869999885559082,,18.245811462402344
2018-12-19,,17.62571144104004,10.149999618530273,7.712510108947754,,10.130000114440918,33.13999938964844,9.042834281921387,29.469999313354492,,,4.193028926849365,29.079999923706055,6.071780681610107,12.529999732971191,28.0,10.373903274536133,23.549999237060547,,,2.5399999618530273,25.303890228271484,9.029999732971191,12.350000381469727,,32.11777114868164,16.110946655273438,11.130000114440918,,4.929999828338623,7.843356609344482,9.729999542236328,9.739999771118164,8.100000381469727,7.900000095367432,15.568710327148438,112.4000015258789,8.460000038146973,6.510000228881836,7.975454330444336,5.480000019073486,,,,,,8.65999984741211,30.610000610351562,,,15.380000114440918,,18.049999237060547,20.495038986206055,,8.788372039794922,9.930000305175781,,18.569583892822266
2018-12-20,,17.152238845825195,10.260000228881836,7.093323707580566,,10.079999923706055,32.599998474121094,8.632411003112793,29.18000030517578,,,4.018320083618164,27.020000457763672,5.9500203132629395,12.510000228881836,25.510000228881836,10.073721885681152,23.440000534057617,,,2.319999933242798,24.943933486938477,9.0,12.15999984741211,,32.71908187866211,16.06023406982422,11.100000381469727,,4.670000076293945,7.881155967712402,9.729999542236328,9.739999771118164,7.679999828338623,7.320000171661377,15.250025749206543,108.19999694824219,8.420000076293945,6.489999771118164,8.06972885131836,5.599999904632568,,,,,,8.170000076293945,29.65999984741211,,,14.914999961853027,,17.299999237060547,19.709787368774414,,8.632309913635254,10.119999885559082,,18.274375915527344
2018-12-21,,17.741846084594727,10.260000228881836,6.947633743286133,,10.34000015258789,30.809999465942383,8.71314811706543,27.489999771118164,,,3.903510808944702,26.40999984741211,5.771439552307129,11.569999694824219,24.09000015258789,10.241470336914062,23.350000381469727,,,2.2300000190734863,23.056604385375977,8.65999984741211,12.039999961853027,,32.757266998291016,15.561517715454102,11.329999923706055,,4.961999893188477,7.6449103355407715,9.729999542236328,9.729999542236328,7.78000020980835,6.860000133514404,15.887397766113281,103.5999984741211,8.5,6.679999828338623,7.4852375984191895,5.5,,,,,,8.510000228881836,27.280000686645508,,,14.375,,17.1200008392334,20.936742782592773,,8.827387809753418,9.800000190734863,,18.61720085144043
2018-12-24,,16.902099609375,10.0600004196167,7.04779577255249,,10.109999656677246,30.940000534057617,8.74678897857666,26.610000610351562,,,3.4692325592041016,26.479999542236328,5.7064995765686035,11.65999984741211,23.25,10.285614967346191,24.270000457763672,,,2.299999952316284,22.64800453186035,9.220000267028809,12.359999656677246,,32.08913803100586,15.730574607849121,11.069999694824219,,5.090000152587891,7.67326021194458,9.729999542236328,9.729999542236328,7.409999847412109,6.800000190734863,15.709307670593262,99.80000305175781,8.319999694824219,6.429999828338623,7.258983135223389,5.510000228881836,,,,,,8.279999732971191,27.170000076293945,,,14.045000076293945,,16.889999389648438,20.26927947998047,,8.788372039794922,9.399999618530273,,18.13153076171875
2018-12-26,,18.06344985961914,10.420000076293945,7.352835655212402,,10.0600004196167,33.08000183105469,8.93518352508545,27.959999084472656,,,3.5341246128082275,28.260000228881836,6.079897403717041,12.710000038146973,24.399999618530273,10.285614967346191,25.350000381469727,,,2.25,24.671537399291992,9.479999542236328,12.460000038146973,,33.749908447265625,16.499773025512695,11.489999771118164,,5.050000190734863,7.975653171539307,9.729999542236328,9.699999809265137,7.679999828338623,6.75,15.568710327148438,103.0,8.5,6.389999866485596,7.570083141326904,5.590000152587891,,,,,,8.989999771118164,30.350000381469727,,,14.4399995803833,,17.940000534057617,21.0839786529541,,8.963945388793945,9.789999961853027,,17.979164123535156
2018-12-27,,18.215320587158203,10.460000038146973,6.947633743286133,,9.84000015258789,33.279998779296875,9.089841842651367,27.600000381469727,,,3.5341246128082275,29.059999465942383,6.29094934463501,12.970000267028809,25.06999969482422,10.462193489074707,25.34000015258789,,,2.186000108718872,26.004344940185547,9.470000267028809,12.069999694824219,,34.63756561279297,16.48287010192871,11.529999732971191,,5.335000038146973,7.947305202484131,9.729999542236328,9.720000267028809,7.730000019073486,6.559999942779541,15.456233978271484,101.5999984741211,8.630000114440918,6.119999885559082,7.607790470123291,5.510000228881836,,,,,,8.350000381469727,30.459999084472656,,,14.625,,18.450000762939453,20.809139251708984,,8.90542221069336,10.079999923706055,,17.998210906982422
2018-12-28,,18.206382751464844,10.470000267028809,7.056901454925537,,10.220000267028809,33.529998779296875,8.95627212524414,27.360000610351562,,,3.618983507156372,28.979999542236328,6.656229496002197,13.109999656677246,25.549999237060547,10.373903274536133,25.700000762939453,,,2.1500000953674316,26.169729232788086,9.579999923706055,12.300000190734863,,34.828460693359375,16.4237003326416,12.020000457763672,,5.269999980926514,8.429244995117188,9.75,9.779999732971191,7.739999771118164,7.03000020980835,15.559338569641113,103.19999694824219,8.760000228881836,6.809999942779541,7.475810527801514,5.760000228881836,,,,,,8.90999984741211,30.15999984741211,,,14.819999694824219,,18.489999771118164,21.349000930786133,,9.071239471435547,9.90999984741211,,18.4013729095459
2018-12-31,,18.268922805786133,10.880000114440918,7.038690090179443,,10.550000190734863,33.72999954223633,8.717248916625977,27.079999923706055,,,3.5341246128082275,28.170000076293945,6.899750232696533,13.149999618530273,26.329999923706055,10.356245040893555,26.610000610351562,,,2.25,25.576290130615234,9.569999694824219,12.34000015258789,,35.31523513793945,16.626567840576172,11.960000038146973,,5.400000095367432,8.523744583129883,9.75,9.779999732971191,7.25,7.710000038146973,16.09360122680664,101.80000305175781,8.65999984741211,7.0,7.560657024383545,5.559999942779541,,,,,,8.829999923706055,30.639999389648438,,,14.850000381469727,,18.899999618530273,22.36001205444336,,9.968609809875488,9.760000228881836,,18.055805206298828
2019-01-02,,18.76026153564453,10.869999885559082,6.974950313568115,,10.489999771118164,32.939998626708984,9.005483627319336,27.940000534057617,,,3.579050064086914,27.940000534057617,6.924102783203125,14.119999885559082,26.260000228881836,10.329758644104004,26.479999542236328,,,2.369999885559082,24.360225677490234,9.6899995803833,12.649999618530273,,34.58984375,16.575849533081055,11.960000038146973,,5.980000019073486,8.674941062927246,9.75,9.770000457763672,7.420000076293945,7.699999809265137,15.9342622756958,105.4000015258789,8.699999809265137,7.010000228881836,7.796337127685547,6.070000171661377,,,,,,9.5600004196167,32.52000045776367,,,15.645000457763672,,18.920000076293945,22.183330535888672,,10.222214698791504,9.600000381469727,,17.604652404785156
2019-01-03,,18.385053634643555,10.369999885559082,6.75641393661499,,10.470000267028809,32.22999954223633,9.258563995361328,28.25,,,3.594025135040283,27.190000534057617,6.810459613800049,13.6899995803833,24.780000686645508,10.373903274536133,25.489999771118164,,,2.5199999809265137,24.292123794555664,9.550000190734863,11.720000267028809,,34.34168243408203,15.815101623535156,11.920000076293945,,5.75,8.703291893005371,9.75,9.800000190734863,7.619999885559082,7.21999979019165,15.9342622756958,107.19999694824219,8.680000305175781,6.809999942779541,7.758626937866211,6.050000190734863,,,,,,9.65999984741211,30.100000381469727,,,14.53499984741211,,19.920000076293945,22.065540313720703,,10.23196792602539,9.130000114440918,,17.172691345214844
2019-01-04,,18.706661224365234,10.699999809265137,7.384705066680908,,10.739999771118164,33.189998626708984,9.5960054397583,31.049999237060547,,,3.589033365249634,27.729999542236328,6.9809250831604,14.0,25.309999465942383,10.594625473022461,27.0,,,2.609999895095825,26.208642959594727,9.890000343322754,11.550000190734863,,35.23887252807617,16.3560791015625,12.010000228881836,,5.695000171661377,8.986785888671875,9.75,9.779999732971191,8.180000305175781,7.329999923706055,16.1395320892334,107.19999694824219,8.699999809265137,6.909999847412109,8.088582038879395,6.090000152587891,,,,,,9.550000190734863,33.72999954223633,,,14.824999809265137,,19.110000610351562,22.085172653198242,,10.592866897583008,9.449999809265137,,17.095903396606445
2019-01-07,,19.30520248413086,10.75,7.448445796966553,,10.510000228881836,34.130001068115234,10.0248384475708,31.989999771118164,,,3.6239755153656006,28.6299991607666,7.159505367279053,14.970000267028809,26.0,10.638768196105957,27.739999771118164,,,2.6500000953674316,26.51022720336914,10.0600004196167,11.699999809265137,,34.876182556152344,16.19547462463379,11.850000381469727,,6.130000114440918,9.071834564208984,9.75,9.789999961853027,8.489999771118164,7.769999980926514,15.9342622756958,118.4000015258789,8.699999809265137,6.96999979019165,8.1639986038208,6.239999771118164,,,,,,9.75,42.18000030517578,,,15.835000038146973,,18.860000610351562,22.752635955810547,,10.729422569274902,9.430000305175781,,16.875123977661133
2019-01-08,,19.52853775024414,10.729999542236328,7.512186050415039,,10.609999656677246,35.439998626708984,10.08107852935791,32.709999084472656,,,3.8436102867126465,29.1299991607666,6.940337657928467,14.9399995803833,26.75,10.788859367370605,27.90999984741211,,,2.890000104904175,26.549142837524414,10.069999694824219,13.029999732971191,,34.76164627075195,16.474416732788086,12.100000381469727,,6.360000133514404,9.147433280944824,9.75,9.779999732971191,8.59000015258789,7.889999866485596,15.9342622756958,118.5999984741211,8.670000076293945,7.019999980926514,8.201708793640137,6.510000228881836,,,,,,10.489999771118164,40.880001068115234,,,15.954999923706055,,18.940000534057617,22.45816421508789,,10.739176750183105,9.529999732971191,,16.89432716369629
2019-01-09,,19.993074417114258,10.579999923706055,8.012998580932617,,10.569999694824219,36.02000045776367,10.01780891418457,32.150001525878906,,,4.392697811126709,29.56999969482422,7.135153770446777,16.25,27.260000228881836,10.682912826538086,26.600000381469727,,,2.7980000972747803,26.94801139831543,10.100000381469727,13.220000267028809,,34.46575927734375,16.457508087158203,12.050000190734863,,6.320000171661377,9.185232162475586,10.039999961853027,9.800000190734863,8.819999694824219,7.929999828338623,16.117036819458008,122.80000305175781,8.6899995803833,7.099999904632568,8.446818351745605,7.46999979019165,,,,,,10.40999984741211,42.099998474121094,,,11.960000038146973,,19.6200008392334,22.428720474243164,,10.700161933898926,9.770000457763672,,16.683143615722656
2019-01-10,,20.09134292602539,10.5,8.067631721496582,,10.640000343322754,36.08000183105469,10.031868934631348,31.6299991607666,,,4.432631015777588,29.350000381469727,7.1270365715026855,16.15999984741211,27.469999313354492,10.727056503295898,26.43000030517578,,,2.7799999713897705,28.31000518798828,9.970000267028809,13.119999885559082,,34.818912506103516,16.753358840942383,11.880000114440918,,6.4679999351501465,9.128535270690918,10.039999961853027,9.800000190734863,8.949999809265137,7.659999847412109,16.13109588623047,124.19999694824219,8.609999656677246,7.329999923706055,8.691926002502441,7.760000228881836,,,,,,10.359999656677246,40.15999984741211,,,12.104999542236328,,19.399999618530273,22.173513412475586,,10.729422569274902,9.920000076293945,,16.65435028076172
2019-01-11,,20.287879943847656,10.510000228881836,7.712510108947754,,10.5,36.02000045776367,10.116229057312012,31.360000610351562,,,4.941784381866455,30.920000076293945,6.924102783203125,16.209999084472656,26.729999542236328,10.815347671508789,26.030000686645508,,,2.674999952316284,27.736021041870117,10.140000343322754,13.25,,34.01715850830078,16.40679359436035,11.869999885559082,,6.260000228881836,9.185232162475586,10.039999961853027,9.800000190734863,8.960000038146973,7.75,16.035491943359375,124.80000305175781,8.399999618530273,7.739999771118164,9.00302505493164,7.53000020980835,,,,,,10.989999771118164,39.56999969482422,,,12.300000190734863,,19.850000381469727,21.957569122314453,,10.758686065673828,9.619999885559082,,16.625545501708984
2019-01-14,,19.65360450744629,10.260000228881836,7.585031032562256,,10.069999694824219,35.34000015258789,10.16543960571289,31.5,,,4.657257556915283,30.420000076293945,6.989041328430176,15.979999542236328,26.3799991607666,10.638768196105957,26.469999313354492,,,2.7200000286102295,26.685340881347656,10.569999694824219,13.449999809265137,,33.36812973022461,16.27155113220215,11.890000343322754,,6.389999866485596,9.081282615661621,10.039999961853027,9.819999694824219,8.75,8.050000190734863,16.03736686706543,120.80000305175781,8.539999961853027,7.909999847412109,8.908753395080566,7.199999809265137,,,,,,11.069999694824219,39.459999084472656,,,11.529999732971191,,19.950000762939453,21.555126190185547,,10.612374305725098,9.25,,16.356775283813477
2019-01-15,,19.582136154174805,10.430000305175781,7.849095344543457,,10.449999809265137,36.34000015258789,10.193558692932129,31.469999313354492,,,4.951767921447754,30.600000381469727,6.891633033752441,16.149999618530273,26.520000457763672,10.815347671508789,27.68000030517578,,,2.7200000286102295,26.558870315551758,10.880000114440918,13.489999771118164,,34.150787353515625,16.313814163208008,11.800000190734863,,6.510000228881836,8.977335929870605,10.039999961853027,9.800000190734863,8.960000038146973,8.1899995803833,16.166715621948242,123.80000305175781,8.649999618530273,7.849999904632568,9.153862953186035,7.260000228881836,,,,,,10.5,40.4900016784668,,,11.444999694824219,,20.350000381469727,21.79070472717285,,10.485574722290039,9.359999656677246,,16.327980041503906
2019-01-16,,19.51067352294922,10.449999809265137,7.803566932678223,,10.65999984741211,36.380001068115234,10.200589179992676,32.119998931884766,,,5.096527576446533,31.90999984741211,6.915985107421875,15.899999618530273,27.600000381469727,10.815347671508789,27.969999313354492,,,2.700000047683716,27.31769561767578,10.90999984741211,14.300000190734863,,35.057525634765625,16.491323471069336,11.8100004196167,,6.5,9.128535270690918,10.039999961853027,9.800000190734863,9.199999809265137,8.270000457763672,16.168588638305664,122.0,8.399999618530273,7.849999904632568,9.45553207397461,7.340000152587891,,,,,,10.84000015258789,39.88999938964844,,,11.484999656677246,,20.389999389648438,21.349000930786133,,10.446555137634277,9.4399995803833,,16.615949630737305
2019-01-17,,19.85907554626465,10.279999732971191,7.912835121154785,,10.770000457763672,37.189998626708984,10.221678733825684,32.720001220703125,,,5.3710713386535645,32.540000915527344,6.810459613800049,16.15999984741211,27.360000610351562,10.594625473022461,28.260000228881836,,,2.7899999618530273,27.414979934692383,10.989999771118164,15.25,,33.70219039916992,16.56739616394043,11.649999618530273,,6.449999809265137,9.223031997680664,10.039999961853027,9.800000190734863,9.350000381469727,8.550000190734863,16.027990341186523,123.4000015258789,8.65999984741211,7.860000133514404,9.644078254699707,7.510000228881836,,,,,,10.739999771118164,41.630001068115234,,,11.375,,20.239999771118164,21.309736251831055,,10.739176750183105,9.489999771118164,,16.53915786743164
2019-01-18,,20.743486404418945,9.770000457763672,7.803566932678223,,10.850000381469727,38.43000030517578,10.327129364013672,33.97999954223633,,,5.216328144073486,33.25,6.818576335906982,16.40999984741211,27.360000610351562,10.682912826538086,28.530000686645508,,,2.9600000381469727,27.891677856445312,11.010000228881836,15.8100004196167,,34.63756561279297,16.804075241088867,11.739999771118164,,6.849999904632568,9.412027359008789,10.039999961853027,9.800000190734863,9.329999923706055,8.649999618530273,15.74679946899414,125.0,8.270000457763672,7.829999923706055,9.738351821899414,7.550000190734863,,,,,,11.149999618530273,40.97999954223633,,,11.354999542236328,,20.389999389648438,21.31955337524414,,10.700161933898926,9.600000381469727,,16.6639461517334
2019-01-22,,20.350418090820312,9.350000381469727,7.5395026206970215,,10.579999923706055,38.75,10.151378631591797,33.619998931884766,,,5.081552505493164,31.969999313354492,6.48576545715332,16.040000915527344,27.8700008392334,10.638768196105957,28.170000076293945,,,3.1700000762939453,25.751401901245117,11.0,15.199999809265137,,34.370323181152344,16.88014793395996,11.600000381469727,,6.5,9.185232162475586,10.039999961853027,9.800000190734863,9.4399995803833,8.720000267028809,15.671814918518066,126.19999694824219,7.900000095367432,7.730000019073486,9.398968696594238,7.53000020980835,,,,,,11.600000381469727,39.90999984741211,,,10.774999618530273,,19.829999923706055,21.044715881347656,,10.592866897583008,9.710000038146973,,16.347179412841797
2019-01-23,,20.037744522094727,9.270000457763672,7.075113296508789,,10.449999809265137,38.81999969482422,10.123258590698242,33.18000030517578,,,4.767075061798096,31.8700008392334,6.49388313293457,15.960000038146973,27.479999542236328,10.771202087402344,29.09000015258789,,,3.119999885559082,25.91678810119629,11.09000015258789,15.260000228881836,,34.58984375,16.89705467224121,11.75,,6.75,9.052935600280762,10.039999961853027,9.800000190734863,9.029999732971191,8.420000076293945,15.671814918518066,114.5999984741211,7.949999809265137,7.639999866485596,9.172717094421387,7.71999979019165,,,,,,11.4399995803833,40.439998626708984,,,10.755000114440918,,19.649999618530273,20.907297134399414,,10.446555137634277,10.0,,16.327980041503906
2019-01-24,,20.234277725219727,9.75,7.375600337982178,,10.850000381469727,40.18000030517578,10.263859748840332,33.970001220703125,,,5.096527576446533,32.45000076293945,6.575057029724121,17.049999237060547,27.790000915527344,10.771202087402344,28.329999923706055,,,3.059999942779541,26.17945671081543,11.140000343322754,15.020000457763672,,34.6471061706543,17.159086227416992,11.5,,6.78000020980835,9.251380920410156,10.039999961853027,9.880000114440918,9.0600004196167,8.479999542236328,15.671814918518066,118.5999984741211,8.0,7.510000228881836,9.238704681396484,7.639999866485596,,,,,,11.600000381469727,43.290000915527344,,,11.414999961853027,,19.290000915527344,20.936742782592773,,10.270983695983887,10.149999618530273,,16.09760284423828
2019-01-25,,21.601099014282227,10.020000457763672,7.375600337982178,,11.149999618530273,41.349998474121094,10.397429466247559,34.11000061035156,,,5.206345081329346,32.849998474121094,6.648112773895264,17.850000381469727,28.389999389648438,10.771202087402344,28.600000381469727,,,3.0999999046325684,26.918825149536133,11.329999923706055,15.1899995803833,,35.11479949951172,17.502788543701172,11.399999618530273,,6.110000133514404,9.45927619934082,10.039999961853027,9.859999656677246,9.3100004196167,8.739999771118164,15.74679946899414,120.19999694824219,8.010000228881836,7.610000133514404,9.210424423217773,7.539999961853027,,,,,,11.8100004196167,43.689998626708984,,,11.90999984741211,,18.940000534057617,21.270475387573242,,10.26123046875,10.319999694824219,,15.934416770935059
2019-01-28,,21.413497924804688,9.720000267028809,7.393811225891113,,11.380000114440918,40.959999084472656,10.341192245483398,33.9900016784668,,,5.051601886749268,31.739999771118164,6.5344696044921875,17.34000015258789,28.639999389648438,10.506336212158203,28.700000762939453,,,3.0399999618530273,27.17176628112793,11.0,15.369999885559082,,34.828460693359375,17.79492950439453,11.550000190734863,,6.420000076293945,9.421478271484375,9.84000015258789,9.899999618530273,9.460000038146973,9.039999961853027,15.5930814743042,114.5999984741211,7.849999904632568,7.539999961853027,9.483814239501953,7.349999904632568,,,,,,11.850000381469727,43.86000061035156,,,12.300000190734863,,19.280000686645508,21.1821346282959,,10.339262962341309,10.399999618530273,,15.924819946289062
2019-01-29,,21.83336639404297,9.609999656677246,7.585031032562256,,11.09000015258789,40.34000015258789,10.313070297241211,33.63999938964844,,,5.251270294189453,31.59000015258789,6.61564302444458,17.299999237060547,29.100000381469727,10.594625473022461,29.670000076293945,,,3.0399999618530273,27.103668212890625,10.970000267028809,15.430000305175781,,34.92390823364258,17.86366844177246,11.390000343322754,,6.460000038146973,9.034037590026855,9.84000015258789,9.920000076293945,9.569999694824219,8.819999694824219,16.187335968017578,114.19999694824219,8.229999542236328,7.570000171661377,9.474387168884277,8.09000015258789,,,,,,11.890000343322754,42.849998474121094,,,11.904999732971191,,19.170000076293945,20.995635986328125,,10.388031005859375,10.34000015258789,,16.059206008911133
2019-01-30,,22.00310516357422,9.489999771118164,7.393811225891113,,11.25,41.65999984741211,10.425548553466797,34.47999954223633,,,5.485879898071289,31.3700008392334,6.6724653244018555,17.0,28.610000610351562,10.576966285705566,29.360000610351562,,,3.0,27.473350524902344,10.949999809265137,15.859999656677246,,34.733009338378906,18.379213333129883,11.399999618530273,,6.25,8.958436965942383,9.84000015258789,9.920000076293945,9.4399995803833,9.25,16.187335968017578,113.4000015258789,7.809999942779541,7.559999942779541,9.662933349609375,8.100000381469727,,,,,,12.0,44.130001068115234,,,12.210000038146973,,19.219999313354492,21.3980770111084,,10.319754600524902,10.319999694824219,,17.05750846862793
2019-01-31,,22.038841247558594,9.3100004196167,7.375600337982178,,11.149999618530273,42.77000045776367,10.502881050109863,33.619998931884766,,,5.460921287536621,31.760000228881836,6.51011848449707,17.350000381469727,28.1200008392334,10.515166282653809,29.719999313354492,,,2.990000009536743,27.95977783203125,11.0,15.970000267028809,,34.61846923828125,18.46514129638672,11.5,,6.150000095367432,8.930085182189941,9.84000015258789,9.960000038146973,9.779999732971191,8.75,16.206083297729492,113.19999694824219,7.989999771118164,7.53000020980835,9.851476669311523,8.220000267028809,,,,,,11.9399995803833,44.95000076293945,,,12.404999732971191,,19.790000915527344,21.61402130126953,,10.631882667541504,10.460000038146973,,16.932716369628906
2019-02-01,,22.146039962768555,9.289999961853027,7.648770809173584,,11.289999961853027,42.79999923706055,10.4536714553833,34.650001525878906,,,5.46591329574585,31.860000610351562,6.851045608520508,17.780000686645508,28.559999465942383,10.594625473022461,30.040000915527344,,,3.0199999809265137,27.5609073638916,10.970000267028809,16.15999984741211,,35.382049560546875,18.3448486328125,11.359999656677246,,6.150000095367432,8.986785888671875,9.84000015258789,9.925000190734863,9.850000381469727,8.729999542236328,15.840530395507812,116.19999694824219,8.0,7.769999980926514,9.936322212219238,7.800000190734863,,,,,,11.699999809265137,45.209999084472656,,,12.920000076293945,,19.399999618530273,21.103609085083008,,10.758686065673828,10.40999984741211,,17.047908782958984
2019-02-04,,22.244306564331055,9.319999694824219,7.730721473693848,,11.279999732971191,42.439998626708984,10.608331680297852,34.400001525878906,,,5.435963153839111,31.549999237060547,6.656229496002197,18.020000457763672,29.059999465942383,10.594625473022461,29.139999389648438,,,3.2300000190734863,27.50253677368164,11.119999885559082,16.229999542236328,,35.92608642578125,18.6971378326416,11.489999771118164,,6.150000095367432,9.185232162475586,9.84000015258789,9.925000190734863,10.109999656677246,9.010000228881836,16.29981231689453,121.4000015258789,8.029999732971191,8.0,9.974031448364258,7.78000020980835,,,,,,11.479999542236328,47.43000030517578,,,13.170000076293945,,19.540000915527344,21.0839786529541,,11.168354034423828,10.420000076293945,,17.575857162475586
2019-02-05,,22.369380950927734,9.420000076293945,7.594137191772461,,11.40999984741211,42.58000183105469,10.685662269592285,34.41999816894531,,,5.4509382247924805,32.5099983215332,6.49388313293457,17.459999084472656,29.719999313354492,10.5504789352417,29.40999984741211,,,3.1600000858306885,27.687379837036133,11.210000038146973,16.139999389648438,,39.390804290771484,18.937721252441406,11.359999656677246,,6.53000020980835,9.156882286071777,10.0,9.90999984741211,10.149999618530273,8.579999923706055,15.80303955078125,114.4000015258789,8.010000228881836,8.140000343322754,10.25684928894043,7.989999771118164,,,,,,11.149999618530273,48.15999984741211,,,13.425000190734863,,19.709999084472656,21.07416343688965,,10.680652618408203,10.34000015258789,,17.527860641479492
