Date,Close,daily_return
2017-01-03,2.3299999237060547,
2017-01-04,2.3299999237060547,0.0
2017-01-05,2.490000009536743,0.06866956698272997
2017-01-06,2.369999885559082,-0.04819282068998332
2017-01-09,2.5299999713897705,0.06751058799859155
2017-01-10,2.319999933242798,-0.08300396858566605
2017-01-11,2.440000057220459,0.05172419285802743
2017-01-12,2.5,0.02459013990675496
2017-01-13,2.619999885559082,0.0479999542236329
2017-01-17,2.470000028610229,-0.05725185629801832
2017-01-18,2.450000047683716,-0.008097158176053276
2017-01-19,2.5899999141693115,0.05714280153502638
2017-01-20,2.390000104904175,-0.07722000613628688
2017-01-23,2.359999895095825,-0.012552388490189026
2017-01-24,2.490000009536743,0.055084796703196215
2017-01-25,2.4800000190734863,-0.004016060411629163
2017-01-26,2.4600000381469727,-0.008064508376086854
2017-01-27,2.430000066757202,-0.012195110131936526
2017-01-30,2.430000066757202,0.0
2017-01-31,2.3499999046325684,-0.032921876513111736
2017-02-01,2.380000114440918,0.012766047245027501
2017-02-02,2.450000047683716,0.02941173524239149
2017-02-03,2.289999961853028,-0.06530615621087665
2017-02-06,2.2300000190734863,-0.02620084881180107
2017-02-07,2.0899999141693115,-0.06278031556355845
2017-02-08,2.109999895095825,0.009569369257348859
2017-02-09,2.0799999237060547,-0.014217996626207485
2017-02-10,2.1700000762939453,0.04326930571590215
2017-02-13,2.200000047683716,0.01382487112212738
2017-02-14,2.2100000381469727,0.004545450112051208
2017-02-15,2.2699999809265137,0.027149294906732013
2017-02-16,2.130000114440918,-0.06167395051186475
2017-02-17,2.180000066757202,0.023474154755812382
2017-02-21,2.2300000190734863,0.022935757240897692
2017-02-22,2.25,0.00896860123562826
2017-02-23,2.2100000381469727,-0.017777760823567745
2017-02-24,2.2300000190734863,0.009049764968910745
2017-02-27,2.2300000190734863,0.0
2017-02-28,2.130000114440918,-0.04484300617814163
2017-03-01,2.259999990463257,0.061032802365112104
2017-03-02,2.390000104904175,0.05752217477411148
2017-03-03,2.190000057220459,-0.08368202464649455
2017-03-06,2.299999952316284,0.050228261288466136
2017-03-07,2.3399999141693115,0.01739128812274293
2017-03-08,2.4100000858306885,0.029914604371353848
2017-03-09,2.240000009536743,-0.07053944823215597
2017-03-10,2.2300000190734863,-0.004464281437804529
2017-03-13,2.2100000381469727,-0.00896860123562837
2017-03-14,2.240000009536743,0.013574647453366007
2017-03-15,2.150000095367432,-0.04017853294024054
2017-03-16,2.1700000762939453,0.009302316297383761
2017-03-17,2.2100000381469727,0.018433161496169914
2017-03-20,2.2100000381469727,0.0
2017-03-21,2.200000047683716,-0.0045248824844553726
2017-03-22,2.0999999046325684,-0.04545460949259217
2017-03-23,2.0999999046325684,0.0
2017-03-24,2.150000095367432,0.023809615716916976
2017-03-27,2.240000009536743,0.041860423338227815
2017-03-28,2.200000047683716,-0.017857125751218117
2017-03-29,2.2699999809265137,0.03181815078435912
2017-03-30,2.319999933242798,0.02202641089709445
2017-03-31,2.3499999046325684,0.012931022522848945
2017-04-03,2.4100000858306885,0.025531993035336376
2017-04-04,2.509999990463257,0.041493734884287425
2017-04-05,2.509999990463257,0.0
2017-04-06,2.630000114440918,0.047808814515378995
2017-04-07,2.640000104904175,0.0038022775772321715
2017-04-10,2.630000114440918,-0.003787875024959475
2017-04-11,2.509999990463257,-0.045627421580234695
2017-04-12,2.539999961853028,0.01195217988197439
2017-04-13,2.5,-0.015748016714081436
2017-04-17,2.7699999809265137,0.10799999237060542
2017-04-18,2.7100000381469727,-0.02166062931143853
2017-04-19,2.569999933242798,-0.05166055458800034
2017-04-20,2.5899999141693115,0.0077820939478694395
2017-04-21,2.539999961853028,-0.019305001534071553
2017-04-24,2.5199999809265137,-0.007874008357040774
2017-04-25,2.809999942779541,0.11507935081269505
2017-04-26,2.7300000190734863,-0.02846972431854289
2017-04-27,2.720000028610229,-0.00366300014409926
2017-04-28,2.7799999713897705,0.022058802260453758
2017-05-01,2.6600000858306885,-0.043165426904336224
2017-05-02,2.8299999237060547,0.06390971142479396
2017-05-03,2.8499999046325684,0.007067131259962167
2017-05-04,2.970000028610229,0.04210530806776691
2017-05-05,2.9600000381469727,-0.0033670001235440727
2017-05-08,2.970000028610229,0.0033783751129667916
2017-05-09,2.9800000190734863,0.003367000123544406
2017-05-10,2.930000066757202,-0.01677850738129516
2017-05-11,2.859999895095825,-0.023890843026106223
2017-05-12,2.809999942779541,-0.01748250145114394
2017-05-15,2.990000009536743,0.06405696456319254
2017-05-16,2.930000066757202,-0.020066870430825556
2017-05-17,2.900000095367432,-0.010238897851962414
2017-05-18,2.900000095367432,0.0
2017-05-19,2.6600000858306885,-0.08275862125664357
2017-05-22,2.5899999141693115,-0.026315853158898173
2017-05-23,2.5799999237060547,-0.003861000306814355
2017-05-24,2.619999885559082,0.015503861641813277
2017-05-25,2.700000047683716,0.03053441435840476
2017-05-26,2.900000095367432,0.07407409042651425
2017-05-30,2.549999952316284,-0.12068970053147621
2017-05-31,2.539999961853028,-0.003921564960882806
2017-06-01,2.559999942779541,0.007874008357040552
2017-06-02,2.509999990463257,-0.01953123181010552
2017-06-05,2.509999990463257,0.0
2017-06-06,2.509999990463257,0.0
2017-06-07,2.509999990463257,0.0
2017-06-08,2.5799999237060547,0.02788841972460654
2017-06-09,2.5299999713897705,-0.019379827052266485
2017-06-12,2.5899999141693115,0.023715392671163515
2017-06-13,2.5299999713897705,-0.02316600184088602
2017-06-14,2.5,-0.011857696335581758
2017-06-15,2.5199999809265137,0.007999992370605558
2017-06-16,2.5,-0.007936500427734305
2017-06-19,2.5999999046325684,0.039999961853027344
2017-06-20,2.509999990463257,-0.03461535287326489
2017-06-21,2.5199999809265137,0.003984059960657982
2017-06-22,2.4200000762939453,-0.039682502138671416
2017-06-23,2.549999952316284,0.053718955340457786
2017-06-26,2.440000057220459,-0.04313721456971287
2017-06-27,2.440000057220459,0.0
2017-06-28,2.5,0.02459013990675496
2017-06-29,2.4600000381469727,-0.015999984741210893
2017-06-30,2.4200000762939453,-0.016260146842582146
2017-07-03,2.4800000190734863,0.024793364003288243
2017-07-05,2.3399999141693115,-0.056451654769131054
2017-07-06,2.309999942779541,-0.012820501064172207
2017-07-07,2.180000066757202,-0.056277004001097364
2017-07-10,2.1700000762939453,-0.0045871514481795606
2017-07-11,2.119999885559082,-0.02304156174052152
2017-07-12,2.180000066757202,0.02830197379104904
2017-07-13,1.9900000095367432,-0.08715598688172899
2017-07-14,1.940000057220459,-0.02512560405862696
2017-07-17,2.009999990463257,0.03608243875162076
2017-07-18,2.049999952316284,0.019900478628265272
2017-07-19,2.069999933242798,0.009756088483765968
