,0
2021-12-31,0.25262850707015
2022-01-01,0.24743193790858856
2022-01-02,0.24772142216069848
2022-01-03,0.2511871040975166
2022-01-04,0.25870564091366094
2022-01-05,0.2620141663894709
2022-01-06,0.2640743410952007
2022-01-07,0.26706266448846233
2022-01-08,0.26952944579196125
2022-01-09,0.26414263858928205
2022-01-10,0.266712196860678
2022-01-11,0.26387617296390325
2022-01-12,0.26360826999844295
2022-01-13,0.26388126818730634
2022-01-14,0.2623606180183631
2022-01-15,0.26597554803135093
2022-01-16,0.2622302423330689
2022-01-17,0.25769044927106444
2022-01-18,0.2599477010940739
2022-01-19,0.26388279906016215
2022-01-20,0.2625219165127639
2022-01-21,0.2636224555647604
2022-01-22,0.2642635164946687
2022-01-23,0.27423149596394886
2022-01-24,0.26580089423129916
2022-01-25,0.2663600305608399
2022-01-26,0.2635167104543393
2022-01-27,0.2618044228255518
2022-01-28,0.2588347321040997
2022-01-29,0.26154399566936565
2022-01-30,0.26404805980455426
2022-01-31,0.26604133853321077
2022-02-01,0.27098593784547453
2022-02-02,0.2639021599631152
2022-02-03,0.26434216254860066
2022-02-04,0.26607498080132713
2022-02-05,0.2642756580755135
2022-02-06,0.2685981790464617
2022-02-07,0.2740697221865805
2022-02-08,0.2694062397541778
2022-02-09,0.27312148233790134
2022-02-10,0.267923969761545
2022-02-11,0.27126350542214395
2022-02-12,0.2755058897071017
2022-02-13,0.269061464099169
2022-02-14,0.26662807016347917
2022-02-15,0.26844802588474875
2022-02-16,0.2692301026250703
2022-02-17,0.270320504327568
2022-02-18,0.2734478600479583
2022-02-19,0.27375731609904025
2022-02-20,0.27639257565374137
2022-02-21,0.27633978338360077
2022-02-22,0.28268520126255786
2022-02-23,0.2824483087540372
2022-02-24,0.2753885530835868
2022-02-25,0.27709263385025895
2022-02-26,0.2775300289352179
2022-02-27,0.2817935348127097
2022-02-28,0.2776660899954282
2022-03-01,0.27454510632580514
2022-03-02,0.27299665690333985
2022-03-03,0.26435674778290563
2022-03-04,0.267612951959531
2022-03-05,0.2740251614822841
2022-03-06,0.2760641613230421
2022-03-07,0.2849224592912884
2022-03-08,0.2821557501553352
2022-03-09,0.2824804704814283
2022-03-10,0.27882730306824355
2022-03-11,0.2791901827102141
2022-03-12,0.2816377480257338
2022-03-13,0.28170884610491587
2022-03-14,0.2857924932898811
2022-03-15,0.2870853618544647
2022-03-16,0.2865826237837254
2022-03-17,0.28541439373472405
2022-03-18,0.28986684912896743
2022-03-19,0.2969695221108402
2022-03-20,0.3026824825580984
2022-03-21,0.3073800838989643
2022-03-22,0.30445505783243826
2022-03-23,0.30062677292805823
2022-03-24,0.30146442339628454
2022-03-25,0.3009243367797415
2022-03-26,0.3042439030743588
2022-03-27,0.30504081230603536
2022-03-28,0.3018583407512007
