,0
2022-07-17,339.2704673725672
2022-07-18,339.3867021066046
2022-07-19,340.80592571463404
2022-07-20,346.57823798663287
2022-07-21,351.77672139361897
2022-07-22,349.64249136971745
2022-07-23,349.0021545056362
2022-07-24,351.6047927665208
2022-07-25,353.35224196823634
2022-07-26,350.4955495899018
2022-07-27,351.8900703483098
2022-07-28,351.6736582702657
2022-07-29,357.338573795156
2022-07-30,360.73289758553614
2022-07-31,364.07298300310697
2022-08-01,364.73318031116594
2022-08-02,365.1397877728518
2022-08-03,365.1968717310589
2022-08-04,364.9274833867668
2022-08-05,363.27616868691246
2022-08-06,366.6865590728662
2022-08-07,368.46848732662073
2022-08-08,369.4009780627008
2022-08-09,369.486867470737
2022-08-10,369.25672882486833
2022-08-11,375.4510690654757
2022-08-12,375.57687640721844
2022-08-13,375.42111844404315
2022-08-14,378.7340507120303
2022-08-15,379.7944605791463
2022-08-16,381.746206683885
2022-08-17,379.39057352272596
2022-08-18,377.9238050363539
2022-08-19,378.1132086623769
2022-08-20,379.9275761057991
2022-08-21,382.4976688573805
2022-08-22,385.33697883185977
2022-08-23,383.96828977144077
2022-08-24,389.2224525976454
2022-08-25,385.5214673990238
2022-08-26,384.0401374780472
2022-08-27,387.90855123932806
2022-08-28,387.0821934487396
2022-08-29,389.92374582774363
2022-08-30,391.3735778691216
2022-08-31,388.7251017501021
2022-09-01,387.41756230904696
2022-09-02,384.96696565951686
2022-09-03,386.39438472016224
2022-09-04,386.53013489161253
2022-09-05,384.24273523687094
2022-09-06,385.83737078392994
2022-09-07,384.1365061445638
2022-09-08,379.92132206845497
2022-09-09,378.39384463435886
2022-09-10,378.8311033116507
2022-09-11,378.974372791748
2022-09-12,377.2244760388237
2022-09-13,376.7159666257809
2022-09-14,379.7750100280815
2022-09-15,377.1782252665891
2022-09-16,372.8894320497244
2022-09-17,370.9701804869824
2022-09-18,372.48127020796
2022-09-19,369.8325033181467
2022-09-20,370.7441768175249
2022-09-21,372.5496705932742
2022-09-22,374.1323953693913
2022-09-23,375.4723763971556
2022-09-24,374.03473937185674
2022-09-25,374.49804919226807
2022-09-26,374.02391146031204
2022-09-27,369.8950032300509
2022-09-28,376.90613567773175
2022-09-29,377.7718932062035
2022-09-30,376.5417035986682
2022-10-01,379.7295979879374
2022-10-02,381.4846553819998
2022-10-03,388.00860527881565
2022-10-04,392.38536633230245
2022-10-05,391.3644389543628
2022-10-06,396.1056412389628
2022-10-07,394.36208314089487
2022-10-08,395.7371169172368
2022-10-09,398.70310298428234
2022-10-10,397.832377046445
2022-10-11,400.3914605168639
2022-10-12,401.10571487524425
2022-10-13,400.6201987442114
2022-10-14,406.9527742091238
2022-10-15,407.1916279327701
2022-10-16,410.40024063811643
2022-10-17,410.9804041210377
2022-10-18,412.26386999339167
2022-10-19,418.6047712744018
2022-10-20,420.8138042321006
2022-10-21,421.6745956947483
2022-10-22,424.7957792078638
2022-10-23,423.7136774812192
2022-10-24,425.71112418305177
2022-10-25,425.2095155814872
2022-10-26,427.1579189671104
2022-10-27,427.9227855124217
2022-10-28,424.262073639198
2022-10-29,424.75983055667825
2022-10-30,427.3082452889036
2022-10-31,425.6416842852263
2022-11-01,425.21550687268007
2022-11-02,422.29609695751174
2022-11-03,421.05781972184536
2022-11-04,426.42191734697184
2022-11-05,429.73472272360254
2022-11-06,431.67201608184337
2022-11-07,427.8661449537491
2022-11-08,430.46999913337027
2022-11-09,434.19714516567205
2022-11-10,432.5208270349082
2022-11-11,430.19614668825557
2022-11-12,433.20380096745026
2022-11-13,435.8155418657068
2022-11-14,435.248270805179
2022-11-15,434.91171077114035
2022-11-16,432.0752801370753
2022-11-17,429.2306187973299
2022-11-18,425.611529879773
2022-11-19,425.0131957658076
2022-11-20,428.5079531265827
2022-11-21,426.55717417022015
2022-11-22,419.9309832378176
2022-11-23,421.3395593782875
2022-11-24,419.2800871271214
2022-11-25,422.2009788344272
2022-11-26,422.9248761767583
2022-11-27,422.5503190109241
2022-11-28,425.0814250828675
2022-11-29,419.45607043162613
2022-11-30,413.9710730122608
2022-12-01,412.521104966222
2022-12-02,403.7773409635561
2022-12-03,402.9288696497247
2022-12-04,402.47429359461586
2022-12-05,398.7315964120067
2022-12-06,403.7243080309465
2022-12-07,403.58479462139536
2022-12-08,406.3728317131695
2022-12-09,407.5643422832773
2022-12-10,405.6456183469271
2022-12-11,410.7543172545549
2022-12-12,411.5730893287625
2022-12-13,414.31893239042324
2022-12-14,417.82001271007766
2022-12-15,415.5610414523296
2022-12-16,420.18554108319233
2022-12-17,425.36117688872923
2022-12-18,425.41996479987495
2022-12-19,432.06967589387193
2022-12-20,439.3565151040737
2022-12-21,441.9459602038209
2022-12-22,445.5703537413933
2022-12-23,444.43398504411056
2022-12-24,447.20400044036523
2022-12-25,448.971597461629
2022-12-26,448.1525714455611
2022-12-27,448.1729780384936
2022-12-28,452.2774605373795
2022-12-29,455.1330987449574
2022-12-30,458.4864941411246
2022-12-31,462.66225044192197
2023-01-01,462.8606303796509
2023-01-02,464.6069519520074
2023-01-03,465.039709998325
2023-01-04,466.16525205474215
2023-01-05,462.3664684727746
2023-01-06,459.0233776436895
2023-01-07,462.3083626137959
2023-01-08,464.5863536995811
2023-01-09,459.15974389949844
2023-01-10,461.52835999253267
2023-01-11,462.01136343433194
2023-01-12,466.77899001355496
2023-01-13,471.0373006235406
2023-01-14,473.12063846844
2023-01-15,476.25141507583595
2023-01-16,474.80689307974524
2023-01-17,479.923646193026
2023-01-18,483.2117498425386
2023-01-19,480.8647165501987
2023-01-20,484.3152789581028
2023-01-21,485.9304261072493
2023-01-22,485.15299412153684
2023-01-23,484.02377376977944
2023-01-24,479.0784117142917
2023-01-25,481.7503818114073
2023-01-26,483.2744437556284
2023-01-27,477.8080491985401
2023-01-28,480.5663505598072
2023-01-29,478.5834302637545
2023-01-30,478.8027605265002
2023-01-31,472.0431083836534
2023-02-01,465.46804766129856
2023-02-02,462.81270396294343
2023-02-03,459.5491395807548
2023-02-04,462.3696567066812
2023-02-05,463.4821850295109
2023-02-06,456.9186712166666
2023-02-07,456.9125310903737
2023-02-08,455.7512966534065
2023-02-09,449.3373617105776
2023-02-10,450.2443418614142
2023-02-11,451.5858409059255
2023-02-12,454.32535091233694
2023-02-13,452.5390898049077
2023-02-14,449.2495794181914
2023-02-15,451.80460190866046
2023-02-16,455.4086907972491
2023-02-17,453.45555130963237
2023-02-18,457.37606999446854
2023-02-19,461.06352945628765
2023-02-20,465.0715949180901
2023-02-21,473.7063048883555
2023-02-22,476.13484319370036
2023-02-23,479.36509946325356
2023-02-24,483.58971129034273
2023-02-25,481.7802130696629
2023-02-26,486.53203627466587
2023-02-27,489.58783094871114
2023-02-28,488.0299402764165
2023-03-01,492.6457776662549
2023-03-02,491.5893412629942
2023-03-03,493.1219778661561
2023-03-04,498.1765317490332
2023-03-05,494.74036239123603
2023-03-06,497.5959901011071
2023-03-07,494.3907744490951
2023-03-08,494.47627001060795
2023-03-09,497.9013651634959
2023-03-10,494.2965540348059
2023-03-11,496.619720823218
2023-03-12,500.6540941277116
2023-03-13,498.13369388865544
2023-03-14,505.5630205425033
2023-03-15,505.2452635430773
2023-03-16,501.1003766925887
2023-03-17,501.5982766609561
2023-03-18,499.391500651295
2023-03-19,504.26452628656654
2023-03-20,508.3544336945696
2023-03-21,509.07824275502253
2023-03-22,513.1780353040364
2023-03-23,512.5778235796585
2023-03-24,518.98672200834
2023-03-25,523.3987036819889
2023-03-26,523.7474772218485
2023-03-27,525.3440378201956
2023-03-28,529.857684786635
2023-03-29,532.9486890797355
2023-03-30,538.7278884472078
2023-03-31,536.0830853267338
2023-04-01,537.8174028546808
2023-04-02,537.8597882072115
2023-04-03,535.1793475450717
2023-04-04,535.5906251336131
2023-04-05,540.867582098669
2023-04-06,541.1657338634765
2023-04-07,538.0286055791347
2023-04-08,535.8631884200331
2023-04-09,532.221512704253
2023-04-10,527.1721914839472
2023-04-11,520.204947123412
2023-04-12,517.0794586247622
2023-04-13,515.0655662186452
2023-04-14,512.3174346250746
2023-04-15,516.6846418934632
2023-04-16,517.2356055308537
2023-04-17,510.55288052328547
2023-04-18,509.0269477184179
2023-04-19,505.4447537225125
2023-04-20,503.78846124410836
2023-04-21,502.3390334592078
2023-04-22,497.01359592326537
2023-04-23,499.220324771864
2023-04-24,496.2587295197904
2023-04-25,495.43220124923704
2023-04-26,499.15137830139696
2023-04-27,500.60292891076045
2023-04-28,509.04086905825665
2023-04-29,513.1013396732067
2023-04-30,513.0019075235919
2023-05-01,519.6314029614567
2023-05-02,518.1539652596788
2023-05-03,520.8697609787936
2023-05-04,525.321253734743
2023-05-05,526.0906981689598
2023-05-06,535.672266374006
2023-05-07,536.1492145353437
2023-05-08,537.8935525825593
2023-05-09,542.6620324763626
2023-05-10,539.1351016591373
2023-05-11,543.0636043858366
2023-05-12,547.8653166807504
2023-05-13,547.4735042040633
2023-05-14,552.7174016920818
2023-05-15,549.1004310984139
2023-05-16,552.3875293035042
2023-05-17,553.0411083884609
2023-05-18,547.5988851034031
2023-05-19,552.216782838582
2023-05-20,555.3343683338227
2023-05-21,553.7530705956293
2023-05-22,558.882435909677
2023-05-23,560.9916104389509
2023-05-24,563.8718259187503
2023-05-25,560.8112441151367
2023-05-26,557.4111708033081
2023-05-27,563.1362743996291
2023-05-28,566.7661178271128
2023-05-29,568.724538853063
2023-05-30,573.1448423517003
2023-05-31,572.1738999681278
2023-06-01,574.5234760389878
2023-06-02,577.1440284963256
2023-06-03,579.5434999954546
2023-06-04,582.1328491062062
2023-06-05,584.9537040079622
2023-06-06,586.1808109094871
2023-06-07,593.6031336922646
2023-06-08,593.486145558934
2023-06-09,592.8534126038921
2023-06-10,598.0956788721477
2023-06-11,595.773827518367
2023-06-12,589.7785491183403
2023-06-13,587.4635012307386
2023-06-14,585.8906956468874
2023-06-15,588.8248143114346
2023-06-16,579.4848576430381
2023-06-17,573.3834885363617
2023-06-18,577.6827164318415
2023-06-19,572.5314651565498
2023-06-20,572.4692738050331
2023-06-21,572.0229919535059
2023-06-22,565.5503409043112
2023-06-23,567.8034612052372
2023-06-24,561.2160449213522
2023-06-25,556.4849094680329
2023-06-26,556.6118167102254
2023-06-27,549.9582646636333
2023-06-28,554.4598898140384
2023-06-29,554.0401926027672
2023-06-30,552.7636277203785
2023-07-01,559.79830433533
2023-07-02,556.1452417686702
2023-07-03,559.036385677676
2023-07-04,561.7419187484269
2023-07-05,558.7244844655979
2023-07-06,566.2229589866478
2023-07-07,565.9787894942738
2023-07-08,568.1482910772398
2023-07-09,570.2160823198436
2023-07-10,567.8344511994277
2023-07-11,573.6305684781674
2023-07-12,580.5703115177722
2023-07-13,582.032599915952
2023-07-14,591.1927319719762
2023-07-15,590.2738814473281
2023-07-16,591.9234559689405
2023-07-17,594.1739313471744
2023-07-18,593.1950315480499
2023-07-19,596.5923946686007
2023-07-20,596.2996724765258
2023-07-21,599.6231774570922
2023-07-22,605.3963160354323
2023-07-23,602.3034014898161
2023-07-24,596.8205298059323
2023-07-25,598.2998159248965
2023-07-26,599.214182720571
2023-07-27,602.3532885167499
2023-07-28,607.0093239566052
2023-07-29,610.916303530368
2023-07-30,613.3197209736322
2023-07-31,614.6499370228526
2023-08-01,619.5089111442215
2023-08-02,623.1028841418118
2023-08-03,624.3792137886372
2023-08-04,626.632273930127
2023-08-05,631.6844024218256
2023-08-06,631.4664190862201
2023-08-07,638.834093738564
2023-08-08,640.242322926332
2023-08-09,637.5510245231394
2023-08-10,639.1601777689137
2023-08-11,641.6118624329965
2023-08-12,648.8319699455219
2023-08-13,654.6528249977102
2023-08-14,651.5128520066853
2023-08-15,654.5995625288418
2023-08-16,653.1227510874875
2023-08-17,649.8593856846838
2023-08-18,653.4944075864604
2023-08-19,649.2917741137959
2023-08-20,654.3370777526947
2023-08-21,653.4441270180831
2023-08-22,650.6021988755094
2023-08-23,658.1857459594341
2023-08-24,652.4165919136572
2023-08-25,649.7720724172274
2023-08-26,649.0484977296654
2023-08-27,639.9433699900198
2023-08-28,642.9756527795743
2023-08-29,639.5218375630556
2023-08-30,630.5939281498293
2023-08-31,630.5619661736168
2023-09-01,625.6603432103102
2023-09-02,629.5992392971106
2023-09-03,629.0886344652902
2023-09-04,621.7847528902953
2023-09-05,629.173717235082
2023-09-06,625.9823228164191
2023-09-07,624.5503265496934
2023-09-08,626.5775265808861
2023-09-09,617.0200800915393
2023-09-10,615.7865724379567
2023-09-11,617.7225137156028
2023-09-12,615.2382452565507
2023-09-13,620.2888098302667
2023-09-14,618.0556663620403
2023-09-15,616.3334767164713
2023-09-16,620.8139990580331
2023-09-17,616.9751119408152
2023-09-18,617.1966297883671
2023-09-19,622.5405176970371
2023-09-20,627.51319878179
2023-09-21,631.992303056471
2023-09-22,633.4723789646928
2023-09-23,635.9508886348448
2023-09-24,643.9020713475675
2023-09-25,645.745949509225
2023-09-26,649.9826854076457
2023-09-27,654.0902851235912
2023-09-28,654.1367699715986
2023-09-29,664.7058620035089
2023-09-30,667.1877513524907
2023-10-01,661.0011728792095
2023-10-02,665.1471294448935
2023-10-03,671.2220160208396
2023-10-04,675.4845037500232
2023-10-05,682.5292135163442
2023-10-06,682.7758894975944
2023-10-07,692.0181826191241
2023-10-08,691.2318811557723
2023-10-09,686.8474749020908
2023-10-10,694.53968021488
2023-10-11,693.6635329813382
2023-10-12,700.2826355937591
2023-10-13,706.7103206944627
2023-10-14,705.3227710664885
2023-10-15,709.5979639846989
2023-10-16,710.1374793038661
2023-10-17,711.8938867549853
2023-10-18,717.1991197904451
2023-10-19,707.4046949754506
2023-10-20,711.027989412558
2023-10-21,714.8439608426072
2023-10-22,711.0238709628883
2023-10-23,711.3301172927686
2023-10-24,709.7982602631108
2023-10-25,714.6875846161528
2023-10-26,718.9143948426143
2023-10-27,718.9555775502965
2023-10-28,731.4111410571244
2023-10-29,731.2076836156693
2023-10-30,729.1563475936512
2023-10-31,731.5104659803596
2023-11-01,726.2560610020087
2023-11-02,725.1843550050875
2023-11-03,725.6769993857894
2023-11-04,721.1496596956598
2023-11-05,723.3560857818036
2023-11-06,720.1678085173568
2023-11-07,718.3098559565325
2023-11-08,716.6964529913541
2023-11-09,711.0962689290257
2023-11-10,710.3121386379493
2023-11-11,711.8027409098366
2023-11-12,705.6049046949687
2023-11-13,705.137575843146
2023-11-14,698.7310003064706
2023-11-15,692.925363151989
2023-11-16,694.5278174550303
2023-11-17,689.9348222881372
2023-11-18,686.1517157089797
2023-11-19,687.1404284446999
2023-11-20,682.9258804150404
2023-11-21,685.4799779970904
2023-11-22,682.5008790164529
2023-11-23,676.9124725530166
2023-11-24,681.6751041224226
2023-11-25,677.018489462149
2023-11-26,676.2231838376416
2023-11-27,682.6595608233293
2023-11-28,681.2500625411111
2023-11-29,688.5055027869215
2023-11-30,688.6332071714077
2023-12-01,688.2211742663113
2023-12-02,698.3010344751824
2023-12-03,695.944782157933
2023-12-04,708.3585810496949
2023-12-05,723.3262460329065
2023-12-06,719.5466815012323
2023-12-07,727.3587767804383
2023-12-08,732.732254677238
2023-12-09,734.8255408961489
2023-12-10,740.4705058890195
2023-12-11,735.02290162968
2023-12-12,743.6154912562309
2023-12-13,749.2645385497048
2023-12-14,745.6854601647672
2023-12-15,754.962286455085
2023-12-16,755.8876364170424
2023-12-17,755.2910025455549
2023-12-18,762.9508807259601
2023-12-19,765.1614236404749
2023-12-20,776.8573943891928
2023-12-21,777.8399226095163
2023-12-22,772.9524800467525
2023-12-23,774.6027473989578
2023-12-24,768.3721817862415
2023-12-25,766.5089392562477
2023-12-26,774.9415980867846
2023-12-27,777.565292138345
2023-12-28,780.7502792126196
2023-12-29,784.4890657043545
2023-12-30,786.3553966978686
2023-12-31,790.039214189119
2024-01-01,787.7807707673085
2024-01-02,785.8915828802119
2024-01-03,791.7706032643516
2024-01-04,792.3867049413655
2024-01-05,799.0765008763386
2024-01-06,805.0540976674819
2024-01-07,802.0865877110023
2024-01-08,804.7786333295738
2024-01-09,810.4815573493
2024-01-10,812.6506566394013
2024-01-11,820.8465777001992
2024-01-12,816.3922923868982
2024-01-13,818.2552501966597
2024-01-14,817.1836606698555
2024-01-15,811.5561385916135
2024-01-16,810.8274877905791
2024-01-17,801.3774519950066
2024-01-18,796.2362506934986
2024-01-19,801.9683238433628
2024-01-20,792.3281854991063
2024-01-21,794.6330206902833
2024-01-22,790.3512400252018
2024-01-23,780.2884222339559
2024-01-24,779.6316921606867
2024-01-25,769.5753906766854
2024-01-26,772.6032145707156
2024-01-27,770.7223255412229
2024-01-28,754.5582061135456
2024-01-29,757.9133784124164
2024-01-30,754.2627578870439
2024-01-31,748.8367143341839
2024-02-01,752.7629913124065
2024-02-02,747.7301755388049
2024-02-03,754.3713620717606
2024-02-04,752.644805718524
2024-02-05,745.3064275162953
2024-02-06,757.7690624531625
2024-02-07,755.3399948447736
2024-02-08,757.8124146873271
2024-02-09,767.9288049420347
2024-02-10,771.0379566640278
2024-02-11,784.7845512306675
2024-02-12,796.3462956359654
2024-02-13,801.6992000220448
2024-02-14,806.0944541246474
2024-02-15,803.266442671844
2024-02-16,810.8677118241976
2024-02-17,819.8692331178239
2024-02-18,816.1759050538354
2024-02-19,824.3360742183277
2024-02-20,833.721418831094
2024-02-21,835.9579149523356
2024-02-22,837.8816480541411
2024-02-23,834.9885170910788
2024-02-24,835.0002183335426
2024-02-25,843.0730597221325
2024-02-26,839.4940457698906
2024-02-27,839.6291827228634
2024-02-28,845.6652233830989
2024-02-29,840.9253112672494
2024-03-01,845.3284596502416
2024-03-02,843.7191448000594
2024-03-03,838.1136865407026
2024-03-04,849.5005701660668
2024-03-05,851.6706195828443
2024-03-06,856.6872762621515
2024-03-07,860.1329822089629
2024-03-08,854.0214487271132
2024-03-09,865.1898091002136
2024-03-10,865.7509495930358
2024-03-11,861.8496926747673
2024-03-12,876.7314998845574
2024-03-13,873.3174426768677
2024-03-14,884.9762641913428
2024-03-15,893.7702982255983
2024-03-16,890.6895546172595
2024-03-17,902.9643380488936
2024-03-18,904.4060053124779
2024-03-19,910.2870485192942
2024-03-20,920.3652918959576
2024-03-21,911.3337362104475
2024-03-22,916.0361745575634
2024-03-23,911.222517040816
2024-03-24,901.2907633231164
2024-03-25,908.6677998640998
2024-03-26,899.4535708360244
2024-03-27,898.5698371454246
2024-03-28,896.7923526656069
2024-03-29,882.7651691289103
2024-03-30,881.1016333100395
2024-03-31,869.890233125687
2024-04-01,862.7879911770674
2024-04-02,862.6746565777188
2024-04-03,851.5097457866842
2024-04-04,850.3122978657402
2024-04-05,851.1075537815271
2024-04-06,842.3980414195526
2024-04-07,838.4481732740564
2024-04-08,825.9566757297832
2024-04-09,822.6228792030606
2024-04-10,826.8717351639216
2024-04-11,826.5899203395511
2024-04-12,834.8470130686949
2024-04-13,839.9601244552085
2024-04-14,838.0307010858631
2024-04-15,843.4628652386089
2024-04-16,846.6246537369219
2024-04-17,846.4208955201348
2024-04-18,857.9950405591809
2024-04-19,863.561042110019
2024-04-20,869.5107800203167
2024-04-21,876.2004425345166
2024-04-22,883.1669926219336
2024-04-23,894.5613813717866
2024-04-24,897.3960730537408
2024-04-25,897.826199415547
2024-04-26,913.4880335437003
2024-04-27,915.3591589607116
2024-04-28,919.9409299765673
2024-04-29,927.2855776250964
2024-04-30,919.2288413302543
2024-05-01,923.761699624934
2024-05-02,919.3955948981518
2024-05-03,915.7929558505641
2024-05-04,926.8867146655397
2024-05-05,919.9387216238051
2024-05-06,926.1820924730721
2024-05-07,934.2163630489141
2024-05-08,926.7543270617743
2024-05-09,935.3300677229881
2024-05-10,932.645448167152
2024-05-11,932.9488829092114
2024-05-12,942.3110111189325
2024-05-13,933.8578343535877
2024-05-14,948.3080739489056
2024-05-15,951.7007092596076
2024-05-16,943.0440320887432
2024-05-17,957.9414563709452
2024-05-18,957.2758838732475
2024-05-19,968.707389043724
2024-05-20,983.5132962404722
2024-05-21,976.9249827627781
2024-05-22,986.4293698138943
2024-05-23,988.5822049909177
2024-05-24,990.3853972438085
2024-05-25,1002.2906882258937
2024-05-26,995.5556437317472
2024-05-27,1003.4806383561578
2024-05-28,1013.373481161682
2024-05-29,1009.3416451977112
2024-05-30,1016.394326015169
2024-05-31,1007.3350371726832
2024-06-01,999.9142735444012
2024-06-02,1005.2840189414945
2024-06-03,998.6049797657635
2024-06-04,998.0839407509445
2024-06-05,997.4905482243662
2024-06-06,985.618436580335
2024-06-07,980.9612316734889
2024-06-08,967.9480439401218
2024-06-09,958.031100464441
2024-06-10,962.2764708265495
2024-06-11,953.6869723281926
2024-06-12,944.6067304283222
2024-06-13,942.5591954685797
2024-06-14,937.3741142453587
2024-06-15,937.343135434434
2024-06-16,931.0747848708913
2024-06-17,923.2557599357569
2024-06-18,934.6616006543167
2024-06-19,930.7775418146175
2024-06-20,934.0986632440755
2024-06-21,941.6482495168888
2024-06-22,928.7424442056534
2024-06-23,930.9334922576494
2024-06-24,935.6593297524049
2024-06-25,931.5212299304744
2024-06-26,943.8884221049589
2024-06-27,943.858717348462
2024-06-28,955.4776811176348
2024-06-29,966.7032931731933
2024-06-30,958.2314745502167
2024-07-01,974.6550504484472
2024-07-02,981.5279562274538
2024-07-03,978.7937045266591
2024-07-04,993.0170256720348
2024-07-05,990.6591782900266
2024-07-06,999.9326584877898
2024-07-07,1003.7089467809099
2024-07-08,993.4269607962158
2024-07-09,1010.434323359999
2024-07-10,1011.5190209194516
2024-07-11,1012.002498409991
2024-07-12,1024.5412056579032
2024-07-13,1017.8448034772982
2024-07-14,1025.3472290456002
2024-07-15,1024.668364491104
2024-07-16,1019.6575593053919
2024-07-17,1030.801558580213
2024-07-18,1027.1861121502855
2024-07-19,1034.0769787961674
2024-07-20,1047.7354298449427
2024-07-21,1044.5458517276973
2024-07-22,1057.6564183628643
2024-07-23,1062.4606694105173
