Date,Adj Close,daily_return
2014-12-31,16.475669860839844,
2015-01-02,16.859228134155273,0.02328028399179627
2015-01-05,16.963834762573242,0.006204710416489734
2015-01-06,17.66993522644043,0.041623870648930916
2015-01-07,17.513023376464844,-0.00888015988540758
2015-01-08,17.417133331298828,-0.005475356430739375
2015-01-09,18.06220817565918,0.037036797737612925
2015-01-12,18.471927642822266,0.022683797195695465
2015-01-13,17.748394012451172,-0.03916936252466541
2015-01-14,17.22535514831543,-0.029469644620736424
2015-01-15,18.75087547302246,0.08856248893400731
2015-01-16,19.430822372436523,0.03626214148733076
2015-01-20,20.546640396118164,0.057425156912785935
2015-01-21,21.200441360473636,0.03182033421283781
2015-01-22,21.174285888671875,-0.001233722985151009
2015-01-23,21.05224227905273,-0.005763765080948335
2015-01-26,21.348634719848636,0.014078901281257883
2015-01-27,21.91525077819824,0.026541091071402123
2015-01-28,21.148128509521484,-0.03500403789309603
2015-01-29,21.069677352905277,-0.0037096027944452103
2015-01-30,21.92397117614746,0.040546127448144675
2015-02-02,21.889095306396484,-0.0015907642584807036
2015-02-03,21.46195411682129,-0.019513880477754375
2015-02-04,21.63629913330078,0.008123445587969291
2015-02-05,21.63629913330078,0.0
2015-02-06,20.96506690979004,-0.03102343054952672
2015-02-09,21.453235626220703,0.02328486326951351
2015-02-10,21.278892517089844,-0.008126658009469323
2015-02-11,21.04352760314941,-0.011060956943666267
2015-02-12,21.366064071655277,0.015327110291983415
2015-02-13,21.60143280029297,0.011016007807911565
2015-02-17,21.087108612060547,-0.02380972563197037
2015-02-18,21.56656646728516,0.022737012648115895
2015-02-19,21.322473526000977,-0.011318117867971877
2015-02-20,22.29881477355957,0.04578930518394242
2015-02-23,22.630067825317383,0.014855186480610127
2015-02-24,22.499305725097656,-0.0057782460586988105
2015-02-25,22.708526611328125,0.00929899299057424
2015-02-26,22.935178756713867,0.009980926955986513
2015-02-27,22.95261001586914,0.0007600228164854617
2015-03-02,22.56905174255371,-0.01671087832931606
2015-03-03,22.33368492126465,-0.010428742154251935
2015-03-04,21.95884132385254,-0.01678377745247084
2015-03-05,22.054731369018555,0.0043668080547518695
2015-03-06,20.31127548217773,-0.07905133178316326
2015-03-09,19.544151306152344,-0.037768390109154226
2015-03-10,18.99871253967285,-0.02790803028156008
2015-03-11,19.408885955810547,0.021589537463718944
2015-03-12,19.45252227783203,0.0022482651565285394
2015-03-13,19.46124267578125,0.00044829137448965106
2015-03-16,19.46124267578125,0.0
2015-03-17,19.304162979125977,-0.008071411434109166
2015-03-18,19.958688735961918,0.03390593819290144
2015-03-19,19.9150505065918,-0.0021864276730508836
2015-03-20,20.02850151062012,0.005696746989959589
2015-03-23,20.19431495666504,0.008278874281083759
2015-03-24,19.9499568939209,-0.012100339291949647
2015-03-25,19.61832618713379,-0.0166231289897254
2015-03-26,19.339061737060547,-0.014234876482805747
2015-03-27,19.4001522064209,0.003158915886972924
2015-03-30,19.216890335083008,-0.009446414099639755
2015-03-31,18.946352005004883,-0.014078153403634719
2015-04-01,19.827775955200195,0.04652209301096466
2015-04-02,19.496156692504883,-0.01672498536621503
2015-04-06,19.70559883117676,0.010742739811503199
2015-04-07,19.34779167175293,-0.018157639485572807
2015-04-08,19.26925277709961,-0.004059320876810157
2015-04-09,19.4001522064209,0.006793176198137463
2015-04-10,19.48743057250977,0.004498849553354667
2015-04-13,19.696874618530277,0.0107476480925075
2015-04-14,19.9150505065918,0.011076675477045939
2015-04-15,20.5521240234375,0.031989550648381826
2015-04-16,20.61321449279785,0.002972465001217506
2015-04-17,20.56957626342773,-0.002117002633692411
2015-04-20,20.525938034057617,-0.002121493841742428
2015-04-21,20.51721572875977,-0.00042494064258480346
2015-04-22,19.871416091918945,-0.03147598803747931
2015-04-23,20.4648494720459,0.029863668365752938
2015-04-24,21.800085067749023,0.0652453172219516
